pubmed_id_list,min_publication_date
15772115,2005 Jun
16009940,2005 Jul 19
16051665,2005 Oct
16461343,2006 Apr 21
16501887,2006 Mar
"16568092,23353701",2006 Aug 3
16568092,2006 Aug 3
16889989,2006 Nov
17194691,2007 Mar
17194709,2007 Mar 16
17266347,2007 Mar
"17361185,35831314",2007 Mar 15
17573780,2007 Jun
"18022941,19261810",2007 Dec
"18157088,21764995",2008 Jan 23
18157088,2008 Jan 23
18662664,2008 Oct 1
19553474,2009 Aug
19895707,2009 Nov 8
19920151,2010 Jan 22
20305087,2010 May
20391533,2010 Jun
20816854,2010 Nov 12
21080425,2011 Jan
21151833,2010 Nov
21203488,2010 Dec 23
21385873,2011 May 13
21464227,2011 Apr 4
21963895,2011 Nov
22119785,2011 Nov 27
22773844,2012 Aug 31
23190606,2012 Nov 29
23246001,2012 Dec 27
23353701,2013 Apr 15
24106267,2013 Nov 22
24189400,2013 Nov 5
25659891,2015 Apr
26320552,2015 Sep
26506308,2015 Oct 26
26816005,2016
27377895,2016 Jul 5
27872092,2017 Jan 15
27880917,2016 Nov 22
28927264,2017 Sep 30
29374058,2018 Mar 16
29735542,2018 May 15
29859926,2018 Dec
30209976,2018
30804502,2019 Mar
30890647,2019 Apr 17
31010829,2019 May 31
31501420,2019 Sep 9
31519766,2019 Nov
32433965,2020 May 19
32908313,2020 Sep
34185411,2021 Jun
34650049,2021 Oct 14
"35013218,36424410",2022 Jan 10
36042349,2022 Sep
36199071,2022 Oct 5
36252997,2022 Oct
36717249,2023 Apr
9832551,1998 Nov 30
10666339,2000 Feb 25
12417594,2003 Jan 10
15454575,2004 Oct 15
11461920,2001 Sep 28
12044158,2002 Jun 11
10564664,1999 Dec
11969288,2002 May 1
11795944,2002 Feb 1
11889126,2002 May 31
"1383230,1808202",1992 Oct
2936753,1986 Mar
"7703225,12048248,12119014",1995 Apr 4
11821948,2002 Jan 17
11707283,2001 Nov 9
10583954,1999 Dec 3
"11106625,12163017",2000 Dec
8413665,1993 Oct 28
8612804,1996 Apr 15
"3793760,6893424",1987 Jan
11071908,2000 Nov
"1544421,11259305",1992 Feb 17
12534372,2003 Apr 15
11839310,2002 Feb
10628374,1999 Sep-Oct
7503723,1995 Dec 14
7816144,1995 Jan 19
9724539,1998 Sep 1
12383268,2002 Oct
9645951,1998 Jul 30
"10366597,11707283",1999 Jun 14
11468283,2001 Oct 5
"2395459,11707283",2001 Nov 9
14640694,2003 Dec 9
648524,1978 Apr 17
11850458,2002 Feb 15
12857853,2003 Jul
12006649,2002 May
9199170,1997 Jun 30
"10438535,10882740",2000 Oct 6
"2161834,2455687,12033495",1990 Jun 15
12714565,2003 May 30
11812134,2002 Jan 25
11027608,2000 Oct 5
"10366597,12048248",1999 Jun 14
"7820861,7908020",1993 Dec
8567732,1996 Jan
11877456,2002 Mar 4
11415434,2001 Jul 1
9214391,1997 Jul 14
"11524436,12127568",2001 Sep 3
9512503,1998 Apr
11950878,2002 Apr 15
9298982,1997 Sep 22
12388543,2002 Dec 27
12466270,2003 Feb 14
9490638,1998 Apr
7642559,1995 Aug 11
11090452,2000 Dec
11583571,2001 Oct 15
"7680654,11018051",1993 Mar
12571245,2003 May 2
11438522,2001 Oct 5
11481347,2001 Aug 6
"9792688,10575001",1998 Nov 6
9417078,1998 Jan 2
"9251807,11701614,15507486",1997 Aug
15152255,2004 May 20
"9668039,11429692",1998 Jul 24
"1074709,10559237,10601340",1976 Nov
17082770,2006 Nov 15
10984435,2000 Oct
11171322,2001 Feb
10793131,2000 May
9852149,1998 Dec 14
11536049,2001 Aug 30
10224093,1999 May 7
10581178,1999 Dec 9
12475945,2002 Dec
"12665555,14576350",2003 May 1
8609175,1996 Apr
"12777385,33961781",2003 Sep 5
15618548,2005 Mar
15703204,2005 Jul
17379189,2007 May 11
18468998,2008 Jul 4
19531499,2009 Sep
20618440,2010 Aug
20876399,2011 Jan
22619371,2012 May
23973329,2013 Sep 12
24244333,2013
24332808,2014 Jan 23
24755837,2014 Jul
25190485,2014 Sep 5
26506232,2016 Feb 16
29074464,2018 Feb
29563501,2018 Mar 21
"29845934,33961781",2021 May 27
30559450,2018 Dec 17
32051585,2020 Feb
32665550,2020 Jul 14
34445801,2021 Aug 23
35066290,2022 Apr
37616343,2023 Aug 25
12119014,2002 Jul 23
9512352,1998 Feb 20
15032605,2004 Mar
7820861,1994
8228254,1993 Nov 15
"9209005,16189514,21516116,25416956,25910212,29892012,32296183",2005 Oct 20
"9245787,34079125",1997 Aug 11
9679146,1998 Jul 27
"9845365,35271311,35831314",1998 Nov 25
"9845365,18809673,35271311,35831314",1998 Nov 25
"9845365,21300803,22573825,35271311,35831314",2011 Apr 15
"10411937,19338310,35271311",1999 Jul 20
10547355,1999 Nov
"10966108,20946988,27153538",2010 Oct 15
"11027608,16375898",2006 Jan 9
"11357136,11461920",2001 May 17
"11580269,35271311",2001 Aug
11580269,2001 Aug
"11832213,28514442,33961781",2002 Jan 25
11832213,2002 Jan 25
"11839798,29467282,35013218,36424410",2002 Mar
"11889126,16415883",2002 May 31
"12202484,34079125,35831314",2002 Nov 8
12470643,2002 Dec 20
12639940,2003 Apr
"12665555,34079125",2003 May 1
"14532270,24244333,32929329,35256949,35509820",2013
"14532270,35271311",2022 Mar 11
"14729568,35831314",2004 Jan 15
15009096,2004 Feb
15135048,2004 May 7
"15215896,33961781,35271311",2021 May 27
"15231747,35831314",2004 Jul
15502823,2004 Nov
"15502823,15711563,18710935",2004 Nov
15527767,2004 Nov 5
"15711563,18710935,35831314",2008 Oct
15746964,2005 Feb
"15834686,20111909",2005 Jan
16049941,2005 Aug
16105984,2005 Dec 1
"16179592,25928398,26496610,35831314",2005 Nov
16179592,2005 Nov
"16186248,22366308,26496610,35831314",2006 Jan
16186248,2006 Jan
"16189514,25416956,29892012,32015554,32296183,33961781,35271311,35831314",2005 Oct 20
"16189514,21516116,25416956,25910212,32296183,35271311",2005 Oct 20
"16189514,25416956,29892012,32296183,35271311",2005 Oct 20
"16189514,21516116,25416956,25910212,29892012,32296183,35831314",2011 Jun
16226712,2005 Dec 2
16364312,2006 Jan 9
"16944923,34079125",2006 Sep
17353003,2007 Apr 1
17502619,2007 May 22
"17502619,28734243",2007 May 22
"17573780,35831314",2022 Jul 13
17599063,2007 Jul 25
17620012,2007 Jul 31
"17643375,29845934",2007 Jul 20
"17643375,22939629,26344197,35271311,35831314",2012 Aug 31
17643423,2007 Oct 15
"17683050,30344098",2007 Sep
"17683050,22939629,29669786",2007 Sep
17868192,2008 Mar-Apr
18000879,2008 Feb
18160415,2008 Mar
18320585,2008 Sep
18331289,2008 Jun
18654668,2008 Aug
18710935,2008 Oct
"18809673,28514442,35271311",2008 Nov 21
19037095,2009 Feb
19041431,2009 Feb
19167051,2009 Feb 6
"19309309,35831314",2022 Jul 13
19338310,2009 May
"19380743,24189400",2013 Nov 5
"19380743,21203488,36470425",2009 May 5
"19725029,27025967,31536960",2010 Jan 1
19778628,2010 Jan
"19928837,21900206",2010 Jan
20131911,2010 Apr 5
"20197409,33961781",2010 Apr 1
"20308691,35271311",2022 Mar 11
"20308691,20348541,21182205,31527615",2010 Jul
20467437,2010 Jun
20473970,2010 Aug
"20618440,35831314",2022 Jul 13
20856200,2011 Jan 27
"20946988,35271311,35831314",2022 Jul 13
"21145461,35563538",2022 May 5
"21182203,21951318",2011 Jan
21300803,2011 Apr 15
21555369,2011 Jun 15
21565611,2011 May 13
"21575865,24591637",2011 May 17
"21670154,34079125,35271311",2011 Aug
"21800051,35831314",2022 Jul 13
"21900206,35546148",2011 Sep 6
"21942715,22234250",2011 Nov 4
"21988832,33742100",2021 Mar 19
"21988832,34079125",2011 Oct 11
"22079093,30009671",2011 Dec 16
22323290,2012 Apr
"22366308,31980649,34373451",2012 Jun
22573825,2012 Aug 15
22720799,2012 Jul
22751105,2012 Aug
22865885,2012 Sep 21
"22939629,26344197,31536960,34079125",2015 Sep 17
23084401,2012 Nov 9
23125841,2012
"23184937,34662580",2013 Feb 1
"23383273,23443559,35562734",2013
23398456,2013 Apr 15
23428871,2013 Apr
"23443559,25144556,35474131",2013
23463506,2013 Apr 26
"23463506,31536960",2019 Sep 27
23482560,2013 May 3
23825951,2013
24129186,2013 Nov 8
"24189400,31536960,35831314",2019 Sep 27
24225952,2013 Dec 27
24415753,2014 Feb 28
24657165,2014 Apr 10
24768539,2014 May 22
"25324306,35831314",2022 Jul 13
25336651,2014 Dec 5
"25342804,30009671,35676659",2014 Oct 24
"25416956,25910212,28514442,33961781,34079125,35271311",2014 Nov 20
"25416956,32296183",2014 Nov 20
25423367,2015 Feb 15
25450970,2015 Feb
25670202,2015 Feb 10
25678563,2015 Apr
26167880,2015 Aug
"26186194,28514442,32296183",2015 Jul 16
26209609,2015 Oct
"26344197,31536960",2015 Sep 17
"26496610,34079125",2015 Oct 22
26514267,2016 Jan
26546435,2016 Apr
26979993,2016 Sep 15
"27129302,33961781",2016 Jul
"27153538,35705031",2016 May 5
27153538,2016 May 5
27371349,2017 Jan 16
27512140,2016 Aug
27545878,2016 Aug 30
28225217,2017 Apr
"28514442,33961781,35271311",2017 May 25
"28514442,33961781,35271311,35831314",2017 May 25
"28514442,33961781,34079125,35271311,35831314",2017 May 25
"28514442,33961781,34079125",2017 May 25
"28514442,33961781,34079125,35271311",2017 May 25
28604741,2017 Oct 12
28902428,2018 May
28931009,2017
"28977666,35831314",2017 Oct 13
29141220,2017 Nov 14
"29158164,34079125,35831314",2018 Jan
"29180619,32296183,32521226",2017 Nov 27
29715546,2018 Jun 21
29777862,2018 Aug
"30021884,32665550",2018 Oct
"30021884,35271311",2022 Mar 11
30217970,2018 Sep 14
30258100,2018 Sep 26
30367047,2018 Oct 26
30407695,2019 Jan
"30419336,35831314",2019 Mar 15
30425250,2018 Nov 13
30690837,2019 Apr
"30719818,35831314",2019 Apr
30725116,2019 May
"30737378,35831314",2019 Feb 8
30745168,2019 Mar
"30890647,33961781,34079125",2019 Apr 17
31267705,2019 Jul
31353912,2019 Sep 6
31462707,2020 Jan
31470122,2019 Oct 30
31527668,2020 Jan
31659016,2019 Dec 1
31796584,2019 Dec 17
31952546,2020 Jan 17
"31980649,35831314",2020 Jan 24
32238831,2020 Apr 1
32269044,2020 Jun 15
"32296183,35831314",2020 Apr
32416241,2020 Aug 1
"32783943,36147463",2020 Aug 11
"33022573,35271311",2021 Jan 1
33024031,2020 Oct 6
33194618,2020
33729478,2021 May 31
33869196,2021
33947818,2021 May 11
"33961781,35271311",2022 Mar 11
"33961781,34079125",2021 Jul
"33961781,34079125,35271311",2021 Jul
"34079125,35271311,35831314",2022 Jul 13
"34079125,35271311",2021 Jul
"34079125,35831314",2021 Jul
34431227,2021 Oct
34467244,2021 Aug 17
34729304,2021 Oct
34954155,2022 Feb
"35271311,35831314",2022 Mar 11
"35271311,35390516,35831314",2022
35503771,2022
35671810,2022 Aug 15
35704671,2022 Nov 17
35710093,2022 Sep 1
"35831314,36339263",2022 Nov 18
36307841,2022 Oct 28
36636478,2022
15361876,2004 Oct
15711563,2005 Mar
15673434,2005 Jan
11373276,2001 Jul 27
"11533442,11721045",2001 Nov 23
11535601,2001 Nov 2
10470015,1999
9563518,1998 Apr 3
11846445,2002
10945978,2000 Nov 10
9108196,1997 Apr
10411937,1999 Jul 20
10403844,1999 Jul 14
12029088,2002 Aug 2
7929073,1994 Sep 30
6304075,1983 Jun 10
11029056,2000 Oct
7876308,1995 Mar
9013719,1997 Jan
1629950,1992 Aug
9739080,1998 Oct
10470109,1999 May-Jun
9252372,1997 Aug 15
"435297,10773068",1979 Jan 15
11350761,2001 Jun
12673016,2003 Apr
"10851017,14623863",2000 Jun 12
10600384,1999 Dec 17
12080081,2002 Sep 6
9813091,1998 Nov 2
12062430,2002 Apr 24
7103951,1982 Apr 1
2155660,1990 Mar 12
12670476,2003 Apr 11
10748209,2000 Jun 23
10604479,1999 Dec 9
9845365,1998 Nov 25
8547189,1995 Dec
8639502,1996 Mar 19
9359436,1997 Oct 15
"11673475,11696420",2001 Oct 29
11964161,2002 May 1
8780737,1996 Aug 23
14760703,2004 Feb
8913639,1996
11854414,2002 Feb
"10748209,11580269",2000 Jun 23
8761950,1996 Jun 1
10787407,2000 Jul 21
8341682,1993 Jul 15
12435603,2002 Nov 20
11940582,2002 Jun 14
9525888,1998 Apr 3
10683146,2000 Mar
12704194,2003 Jun 27
9209005,1997 Jun
9848085,1998 Oct
9295142,1997
12547197,2003 Feb 7
10381382,1999 Jun 24
11983702,2002 Jul 5
12522145,2003 Mar 21
10833443,2000 Jun 7
12388067,2003 Jan
11707406,2001 Nov 15
11937625,2002 Apr 15
12456645,2002 Dec 2
12963728,2003 Oct 31
15009185,2004 Mar
12591166,2003 Feb 20
11563969,2001 Oct 1
10397770,1999 Jul
12118075,2002 Aug 1
12134071,2002 Jul
12358155,2002 Jul
12771190,2003 Jul 15
15337165,2004 Sep 6
17606992,2007 Jul 15
"19805454,20308691,21182205",2010 Jun
"20508642,30890647",2010 Jul
21150319,2010 Dec 15
21800051,2012 Jan
"21900206,30890647",2019 Apr 17
22266860,2012 Nov 22
"22573825,30890647",2012 Aug 15
"22939629,30890647",2019 Apr 17
"22939629,30021884",2012 Aug 31
"24981860,30890647",2014 Jul 10
"26209609,30890647",2015 Oct
26912792,2016 Apr 15
"27025967,30890647",2019 Apr 17
27705803,2016 Oct 4
"28514442,30890647,33961781",2019 Apr 17
"28977666,30890647",2017 Oct 13
29162697,2017 Dec 12
"29507755,30890647",2018
"29802200,30890647",2018 Jul 13
"29845934,30890647",2018 May 30
"30021884,30890647,33961781",2018 Oct
"30021884,30890647",2018 Oct
30404004,2018 Nov 6
"30890647,33961781",2021 May 27
"30890647,35271311",2019 Apr 17
"30890647,31586073,36526897",2019 Oct 4
31405213,2019 Aug 11
32521226,2020 Jul 2
34537242,2021 Oct
12136158,2002 Aug
12042308,2002 Aug 16
12898519,2003 Aug 15
"12452439,12554937",2003 Feb
8127865,1994 Mar 1
12087068,2002 Jul
11997265,2002 Jun
12271120,2002 Oct 1
12207032,2002 Nov 8
12019562,2002
11968018,2002
12011427,2002 May 14
12110694,2002 Sep 20
12139639,2002 Aug
12063253,2002 Aug 23
12408964,2002 Nov
"12118075,12408964",2002 Aug 1
"2115775,19895707",2009 Nov 8
"8617195,15163409",1996 Jan 15
"8761950,25416956,25910212,32296183,35271311",1996 Jun 1
"8761950,35271311",2022 Mar 11
9535896,1998 Apr 10
10772929,2000 Apr 21
"10958671,12605685",2003 Jan
11231575,2001 Mar
11331876,2001 May
12481031,2002 Dec 24
"12577067,24189400",2003 Mar
12835311,2003 Jul 7
12874605,2003 Jul
14565974,2004 Jan
14576350,2003 Nov 15
"16169070,35271311",2022 Mar 11
"16189514,25416956,25910212,32296183,35271311",2005 Oct 20
"16189514,25416956,32296183,35271311",2005 Oct 20
"16189514,25416956,32296183",2005 Oct 20
"16189514,21516116,25416956,25910212",2011 Jun
16300736,2006 Jan 6
17043677,2007 Jan
17220478,2007 Apr
"17643375,26344197",2007 Jul 20
"17955473,22863883",2007 Nov
18022941,2007 Dec
19059912,2009 Feb 6
20706999,2010 Sep
20797700,2010
20850016,2010 Sep 17
20946988,2010 Oct 15
"21150319,36424410",2010 Dec 15
"21163940,27684187",2011 Mar
"21382349,26496610",2015 Oct 22
"22751105,35831314",2012 Aug
"22847007,35271311",2012 Oct 5
"22863883,35271311",2012 Sep
23160995,2012 Dec
23277564,2013 Jan 15
23750785,2013 Jul 5
23798571,2013 Aug
"24189400,36042349",2013 Nov 5
24239288,2013 Dec 12
"25241761,30561431",2014 Dec 5
"25241761,35271311",2014 Dec 5
"25959826,35256949",2022 Feb
"26170170,30209976",2015 Jul 14
"26344197,35271311",2015 Sep 17
26460568,2015
"26496610,35271311",2022 Mar 11
26527279,2015 Nov 19
26643866,2016 Jun
28162770,2017 Feb 23
28685749,2017 Jul 7
"28718761,35271311",2022 Mar 11
28893863,2017 Nov
29150431,2017 Dec 15
29298432,2018 Jan 2
30009671,2018
30277474,2018 Nov 1
30561431,2018 Dec 18
31792442,2020 Jan
31862882,2019 Dec 20
32322062,2020 Apr
32347575,2020 Jun 17
32905556,2020
33536335,2021 Feb 9
33948363,2021
34329467,2021 Sep 7
34882091,2021 Dec 9
35583604,2022 Aug 2
35973989,2022 Aug 17
35977942,2022 Aug 18
36123327,2022 Sep 19
36411454,2022 Nov 21
9245787,1997 Aug 11
"7849017,11733011",1995 Feb 7
10903505,2000 Aug
"3510866,6893424",1980 Jul
"15618548,15759055",2005 Jan
11474115,2001 Jul 27
10925289,2000 Aug 15
12372613,2002 Oct 9
10958671,2000 Sep
"8617195,8630056,9153421,10848969,15163409",1996 Jan 15
9808630,1998 Nov 1
12029070,2002 Jun
"9362513,12052877",2002 Jul
12665555,2003 May 1
1331119,1992 Nov
12777385,2003 Sep 5
25110572,2014
"10673389,15772161,30542119",2000 Jan 27
"10753915,16189514,26186194,28514442,29892012,33961781,35271311",2005 Oct 20
11160423,2001 Jan 15
11733011,2001 Dec
11739652,2001 Dec
"11948184,27173435",2002 Jun 28
"12202484,35831314",2022 Jul 13
15364540,2004 Sep 15
"15772161,22863883,26819309,35831314",2005 May
"16189514,19447967,25416956,25910212,26871637,32296183",2005 Oct 20
16510730,2006 Mar 1
16944923,2006 Sep
16980305,2006 Nov 17
"19805454,21078666",2011 Jan 21
20197409,2010 Apr 1
21078666,2011 Jan 21
21280222,2011 Mar
22351778,2012 Apr 6
"22863883,22939629,35271311",2012 Aug 31
23326349,2013
23472066,2013
"24658140,25402006,26320552",2015 Jan
25277244,2014 Dec
25662211,2015 Feb 27
25910212,2015 Apr 23
"26496610,31586073,36526897",2019 Oct 4
26871637,2016 Feb 11
26949251,2016 Mar 7
"27049334,35831314",2022 Jul 13
27462432,2015
"29180619,32521226",2020 Jul 2
29791485,2018
30542119,2019 Apr
30975701,2019 Jun 5
32814769,2020 Aug 19
33777788,2021
34039624,2021 Sep
34380780,2021 Aug 10
"35271311,36380368",2022 Mar 11
35390516,2022
35568845,2022 May 15
35850772,2022 Jul 18
35864588,2022 Dec
36229750,2023 Jun
10753915,2000 Apr 14
10673389,2000 Jan 27
15493875,2004 Sep
2116421,1990 Aug
10915794,2000 Oct 13
11882289,2002 Mar 5
12837758,2003 Sep 26
"15070900,15588985",2005 Jan
12960352,2003 Sep 15
11382784,2001 Aug 3
10656685,2000 Jan 20
11948184,2002 Jun 28
"8895581,11839798,12437990,14559996,20460684,22939629,24981860,26344197,31753913,35831314",1996 Oct 1
"8895581,9845365,14559996,20460684,21699904,22939629,24981860,26344197,29374058,30962207,31043422,35271311,35831314",1996 Oct 1
"8895581,24981860,26344197,33961781,34591612,35271311,35831314",1996 Oct 1
"9845365,18809673,20305087,22939629,24981860,29374058,35271311,35831314",1998 Nov 25
"10966108,11839798,14966270,27153538,29028833",2000 Aug 18
"11509179,29028833",2001 Aug 10
"11784859,35831314",2002 Feb
"11839798,22939629,29028833,35271311",2012 Aug 31
"11839798,17721549,22939629,28514442,28561026,33961781,35271311,35831314",2002 Mar
"11839798,17314511,25609649,29467282,30415952,33541412,35013218,35140242",2002 Mar
11839798,2002 Mar
"12963728,17573780,28481362",2003 Oct 31
14743216,2004 Feb
"14966270,16387653",2006 Jan 6
"14966270,29028833,33961781,35831314",2004 Mar
"14966270,17573780,35831314",2007 Jun
"14966289,19720835",2009 Oct 23
"15985610,24981860,35831314",2005 Jul 15
"16196087,21139048,21890473,21906983,21963094,23000965,24816145",2005 Nov
16387653,2006 Jan 6
"17643375,17721549,28561026,29028833,33961781,35271311,35831314",2007 Sep
17721549,2007 Sep
"17721549,18922472",2007 Sep
"17721549,22467210,33961781,35271311",2007 Sep
"17721549,18026119,27705803,35140242,35271311,35831314",2007 Dec
"17721549,26496610,35831314",2007 Sep
17878219,2007 Nov
"18809673,24981860,28514442,33961781",2008 Nov 21
"18922472,22939629,35831314",2008 Sep 26
19759913,2009 Sep 16
"20305087,22939629,24981860,26344197,28514442,33961781,35271311,35831314",2010 May
"20305087,24981860,26344197,33961781,34591612,35271311",2010 May
20562864,2010 Jul
21303910,2011 Apr 1
21532573,2011 Jun
21549307,2011 May 6
"21699904,22939629,24981860,26344197,35271311,35831314",2011 Aug 19
21699904,2011 Aug 19
"22939629,24981860,35831314",2012 Aug 31
"22939629,24981860,34591612,35271311,35831314",2012 Aug 31
"23752268,35831314",2013
"24981860,28514442,33961781",2014 Jul 10
"24981860,26186194,28514442,33961781",2014 Jul 10
"24981860,26186194,28514442,33961781,35945219",2014 Jul 10
"24981860,33961781",2014 Jul 10
"24981860,29374058",2014 Jul 10
"24981860,26186194,28514442,28533407,29374058,33961781,35831314",2015 Jul 16
"24981860,35831314",2014 Jul 10
"24981860,35271311,35831314",2022 Jul 13
"24981860,26344197,35271311,35831314",2015 Sep 17
"24981860,26344197",2015 Sep 17
"24981860,28481362,30940648,35831314",2017 Jun
"24981860,28481362,31753913",2014 Jul 10
"25796446,29725063",2015 May 12
26095369,2015 Jun 22
"26186194,28514442,33961781,35271311",2015 Jul 16
26446488,2015 Oct 8
27049334,2016 May 6
27248496,2016
27320910,2016 Jun 28
27637333,2016 Nov 11
27703004,2016 Nov 11
28481362,2017 Jun
"28561026,33961781,35831314",2017 May 31
29028833,2017 Oct
"29028833,35831314",2017 Oct
29844126,2018 Aug 1
"30554943,31753913",2019 Dec 1
30962207,2019 May
31253590,2019 Jul 10
31685992,2019 Nov
"31753913,35831314",2019 Dec 1
"33640491,34585037,35785414",2021
"33658012,36159747",2021 Mar 3
33863777,2021 Jun 1
34767673,2022 Sep
35945219,2022 Aug 9
36089195,2022 Oct
37071664,2023 Jun 2
9710619,1998 Sep
12437990,2002 Nov 29
14966289,2004 Mar
2777757,1989 Jul
"7790378,25241761",2014 Dec 5
"9501083,11305911",1998 Mar 16
"9535896,35831314",1998 Apr 10
10198040,1999 Apr
"10224105,11423549",1999 May 7
"10753915,11110697,26186194,28514442,33961781",2000 Dec 15
10926853,2000 Aug 15
"11470434,25416956",2014 Nov 20
11802708,2002 Jan 29
12202484,2002 Nov 8
12211109,2002 Oct
12223541,2002 Sep 15
12446711,2003 Feb 7
"12499399,26871637",2003 Jan 15
12628297,2002 Dec
14581471,2004 Jan 16
15604093,2005 Feb
16125169,2005 Oct 15
"16189514,32296183",2005 Oct 20
"16263121,35831314",2005 Nov 21
16376568,2006 Feb
16464232,2006 Mar
16820411,2006 Aug 1
17082780,2006 Dec
17311919,2007 Apr 20
17974975,2007 Nov 1
18341635,2008 May
19299420,2009 Jul
"21182205,23403292,31527615",2011 Jan
"21988832,35831314",2022 Jul 13
22199357,2012 Feb 10
"22939629,29568061",2012 Aug 31
"22939629,25910212",2012 Aug 31
24647531,2014
25036637,2014 Jul 17
"25416956,25910212,32296183",2014 Nov 20
25499913,2014 Dec 22
"25796446,31501420",2015 May 12
"25963833,35831314",2015 Jul
"26496610,30021884",2015 Oct 22
28977470,2017 Nov 2
30503554,2019 Feb 28
30768638,2019
31006538,2019 Jun 6
"32296183,35271311",2020 Apr
32989256,2020 Nov
34662580,2021 Nov
"34709727,36057605",2021 Nov
"34709727,35271311",2021 Nov
12023963,2002 Aug 2
15147863,2004 May 21
"11110697,11973348",2002 May 15
10801846,2000 Jul 14
12507293,2003 Jan
"11470434,11573089,12223541",2001 Jul 3
16291744,2006 Jan 20
15988023,2005 Jul
15070900,2004 Jun 11
7790378,1995 Jul
16190873,2005 Oct
12642359,2003 Mar 18
11113628,2000 Dec 15
11369769,2001 Aug 3
11854440,2002 Mar
"9030526,11802708",1997 Feb 21
11724819,2001 Nov 26
11842093,2002 Apr 19
"11305911,11846417",2001 Apr 24
12615977,2003 Apr 1
"10369880,12499399",1999 Jul
9009191,1997 Jan 30
9675099,1998 Jul 9
9817758,1998 Nov 16
10427098,1999 Jul 26
10788519,2000 May 5
"10812072,11389904,12860415",2001 Jun 1
"10861853,26186194,28514442,33961781",2015 Jul 16
10984498,2000 Dec 29
11309420,2001 Apr 16
"12435606,21653829",2002 Nov 20
12809483,2003 Jun 24
12812986,2003 Jul 1
12860415,2003 Jul 17
18687124,2008 Aug 7
19815520,2009 Oct 27
20124353,2010 Jun
20554076,2010 Sep
22972877,2012 Dec 7
"23414517,25416956,25910212",2014 Nov 20
"25910212,32296183",2015 Apr 23
15737636,2005 Apr 8
10931874,2000 Aug 7
10861853,2000 Jun 12
10391924,1999 Jul 9
11389904,2001 Jun 1
"10812072,11389904",2000 May 12
9030526,1997 Feb 21
12435606,2002 Nov 20
"9009191,9728925,9952395",1997 Jan 30
16120608,2005 Oct 21
15843396,2005 Jun 15
15072553,2004 Apr
"9501083,16902413",1998 Mar 16
25184681,2014 Sep 1
29955039,2018 Jun 28
12692149,2003 Jun 1
"7791754,7890683,28514442",1995 Jul
7890683,1995 Mar 10
"8006002,18070108",1994 Jun 24
