I#ID	Name
G1569	FGF12
G1570	FGF13
G1571	FGF14
G1572	FGFR1
G1573	FGFR3
G1574	GPC5
G1575	FGFR2
G1576	FGFR4
G1577	FGG
G1578	FGL1
G1579	FGR
G1580	FH
G1581	FHIT
G1582	FHL1
G1583	FHL2
G1584	FHL3
G1585	VEGFD
G1586	FKBP1A
G1587	FKBP1B
G1588	FKBP2
G1589	FKBP3
G1590	FKBP4
G1591	FKBP5
G1592	FOXG1
G1593	FOXF1
G1594	FOXF2
G1595	FOXC1
G1596	FOXD1
G1597	FOXD4
G1598	FOXI1
G1599	FOXL1
G1600	FOXE3
G1601	FOXJ1
G1602	FOXC2
G1603	FOXE1
G1604	FOXM1
G1605	FOXD2
G1606	FOXS1
G1607	FOXO1
G1608	FOXO3
G1609	FOXO3B
G1610	FLG
G1611	FLI1
G1612	FLII
G1613	MLANA
G1614	FLNA
G1615	FLNB
G1616	FLNC
G1617	FLOT2
G1618	FLT1
G1619	FLT3
G1620	FLT3LG
G1621	FLT4
G1622	FMO1
G1623	FMO2
G1624	FMO3
G1625	FMO4
G1626	FMO5
G1627	FMOD
G1628	FMR1
G1629	AFF2
G1630	FN1
G1631	FNTA
G1632	FNTB
G1633	FOLH1
G1634	FOLR1
G1635	FOLR2
G1636	FOLR3
G1637	FOS
G1638	FOSB
G1639	FOSL2
G1640	FPGS
G1641	FPR1
G1642	FPR2
G1643	FXN
G1644	FRK
G1645	MTOR
G1646	FRG1
G1647	FRZB
G1648	FSHB
G1649	CENPI
G1650	FSHR
G1651	NR5A2
G1652	FTH1
G1653	FTH1P3
G1654	FTL
G1655	ADAM2
G1656	NR5A1
G1657	FUCA1
G1658	FUCA2
G1659	GAST
G1660	FUS
G1661	FUT1
G1662	FUT2
G1663	FUT3
G1664	FUT4
G1665	FUT7
G1666	FUT8
G1667	KDSR
G1668	ACKR1
G1669	FYB1
G1670	FYN
G1671	FZD2
G1672	IFI6
G1673	G6PC1
G1674	G6PD
G1675	SLC37A4
G1676	GAGE1
G1677	XRCC6
G1678	GAA
G1679	GAB1
G1680	GABBR1
G1681	GABPA
G1682	GABPB1
G1683	GABRA1
G1684	GABRA2
G1685	GABRA3
G1686	GABRA4
G1687	GABRA5
G1688	GABRA6
G1689	GABRB1
G1690	GABRB2
G1691	GABRB3
G1692	GABRD
G1693	GABRE
G1694	GABRG1
G1695	GABRG2
G1696	GABRG3
G1697	GABRR1
G1698	GABRR2
G1699	GAD1
G1700	GAD2
G1701	GAK
G1702	GALC
G1703	GALE
G1704	B4GALNT1
G1705	GALK1
G1706	GALK2
G1707	GALR1
G1708	GALNS
G1709	GALNT1
G1710	GALNT2
G1711	GALNT3
G1712	GALT
G1713	GAMT
G1714	GANC
G1715	GAP43
G1716	GAPDH
G1717	LRRC32
G1718	GARS1
G1719	GART
G1720	GAS1
G1721	GAS2
G1722	GAS6
G1723	GAS8
G1724	GATA1
G1725	GATA2
G1726	GATA3
G1727	GATA4
G1728	GATA6
G1729	GATM
G1730	NIPSNAP2
G1731	GBE1
G1732	GBP1
G1733	GBP2
G1734	GBP3
G1735	GBX1
G1736	GBX2
G1737	GC
G1738	GCDH
G1739	GCG
G1740	GCGR
G1741	GCH1
G1742	GCHFR
G1743	GCK
G1744	GCKR
G1745	BLOC1S1
G1746	KAT2A
G1747	NR6A1
G1748	GCNT1
G1749	GCNT2
G1750	GCSH
G1751	GDF1
G1752	GDF2
G1753	MSTN
G1754	GDF9
G1755	GDF10
G1756	GDI1
G1757	GDI2
G1758	GDNF
G1759	GEM
G1760	GFAP
G1761	GFER
G1762	GFI1
G1763	GFPT1
G1764	GFRA1
G1765	GFRA2
G1766	GFRA3
G1767	GGCX
G1768	GGT1
G1769	GGTA1
G1770	B4GALT1
G1771	GGT7
G1772	GGT5
G1773	GH1
G1774	GH2
G1775	GHR
G1776	GHRH
G1777	GHRHR
G1778	GHSR
G1779	CBLIF
G1780	GIP
G1781	GIPR
G1782	GJA1
G1783	GJA3
G1784	GJA4
G1785	GJA5
G1786	GJA8
G1787	GJB1
G1788	GJB2
G1789	GJB3
G1790	GJB5
G1791	GK
G1792	GK2
G1793	GLA
G1794	GPC3
G1795	GLB1
G1796	GCLC
G1797	GCLM
G1798	GLDC
G1799	GLE1
G1800	GLG1
G1801	GLI1
G1802	GLI2
G1803	GLI3
G1804	GLI4
G1805	GLO1
G1806	GLP1R
G1807	GLRA1
G1808	GLRA2
G1809	GLRB
G1810	GLS
G1811	GLRX
G1812	GLUD1
G1813	GLUD2
G1814	GLUD1P3
G1815	GLUL
G1816	GM2A
G1817	GMDS
G1818	GMFB
G1819	GML
G1820	GMPR
G1821	GNA11
G1822	GNA12
G1823	GNA15
G1824	GNAI1
G1825	GNAI2
G1826	GNAI3
G1827	GNAL
G1828	GNAO1
G1829	GNAQ
G1830	GNAS
G1831	GNAT1
G1832	GNAT2
G1833	GNAZ
G1834	GNB1
G1835	GNB2
G1836	GNB3
G1837	GNG3
G1838	GNG4
G1839	GNG5
G1840	GNG7
G1841	GNG10
G1842	GNG11
G1843	GNGT1
G1844	GNGT2
G1845	GNL1
G1846	GNRH1
G1847	GNRH2
G1848	GNRHR
G1849	GNS
G1850	GOLGA1
G1851	GOLGA2
G1852	GOLGA3
G1853	GOLGA4
G1854	GOLGB1
G1855	GOT1
G1856	GOT2
G1857	SFN
G1858	GP1BA
G1859	GP1BB
G1860	GP2
G1861	GP5
G1862	GP9
G1863	GPC1
G1864	GPD1
G1865	GPD2
G1866	GPI
G1867	GPLD1
G1868	GPM6A
G1869	GPM6B
G1870	CMKLR2
G1871	CCR10
G1872	GPR3
G1873	XCR1
G1874	GPR6
G1875	NPBWR1
G1876	NPBWR2
G1877	CXCR3
G1878	PRLHR
G1879	GPR12
G1880	UTS2R
G1881	GPR15
G1882	GPR17
G1883	GPR18
G1884	GPR19
G1885	GPR20
G1886	GPR21
G1887	GPR22
G1888	LPAR4
G1889	MCHR1
G1890	GPR25
G1891	GPR26
G1892	GPR27
G1893	GPER1
G1894	GPR34
G1895	GPR35
G1896	GPR37
G1897	MLNR
G1898	GPR39
G1899	FFAR1
G1900	FFAR3
G1901	GPR42
G1902	FFAR2
G1903	GRK4
G1904	GRK5
G1905	GRK6
G1906	MKNK2
G1907	GPS1
G1908	GPS2
G1909	GPT
G1910	GPX1
G1911	GPX2
G1912	GPX3
G1913	GPX4
G1914	GPX7
G1915	GRB2
G1916	GRB7
G1917	GRB10
G1918	GRB14
G1919	RAPGEF1
G1920	GRIA1
G1921	GRIA2
G1922	GRIA3
G1923	GRIA4
G1924	GRID1
G1925	GRID2
G1926	GRN
G1927	GRIK1
G1928	GRIK2
G1929	GRIK3
G1930	GRIK4
G1931	GRIK5
G1932	GRIN1
G1933	GRIN2A
G1934	GRIN2B
G1935	GRIN2C
G1936	GRIN2D
G1937	GRINA
G1938	NR3C1
G1939	ARHGAP35
G1940	GRM1
G1941	GRM2
G1942	GRM3
G1943	GRM4
G1944	GRM5
G1945	GRM6
G1946	GRM7
G1947	GRM8
G1948	CXCL1
G1949	CXCL2
G1950	CXCL3
G1951	GRP
G1952	PDIA3
G1953	GRPR
G1954	GRSF1
G1955	GSC2
G1956	GSK3A
G1957	GSK3B
G1958	GSN
G1959	GSPT1
G1960	GSR
G1961	GSS
G1962	GSTA1
G1963	GSTA2
G1964	GSTA3
G1965	GSTA4
G1966	GSTM1
G1967	GSTM2
G1968	GSTM3
G1969	GSTM4
G1970	GSTM5
G1971	GSTP1
G1972	GSTT2
G1973	GSTZ1
G1974	MSH6
G1975	GTF2A1
G1976	GTF2A2
G1977	GTF2B
G1978	GTF2E1
G1979	GTF2E2
G1980	GTF2F1
G1981	GTF2F2
G1982	GTF2H1
G1983	GTF2H2
G1984	GTF2H3
G1985	GTF2H4
G1986	GTF2I
G1987	GTF2IP1
G1988	GTF3A
G1989	BRF1
G1990	GUCY1B2
G1991	GTF3C1
G1992	GTF3C2
G1993	GUCY1A2
G1994	GUCA1A
G1995	GUCA1B
G1996	GUCA2A
G1997	GUCA2B
G1998	GUCY1A1
G1999	GUCY1B1
G2000	GUCY2C
G2001	GUCY2F
G2002	GUK1
G2003	GUSB
G2004	GYG1
G2005	GYPA
G2006	GYPB
G2007	GYPC
G2008	GYS1
G2009	GYS2
G2010	GZMH
G2011	GUCY2D
G2012	GZMA
G2013	GZMB
G2014	GZMK
G2015	GZMM
G2016	H1-0
G2017	H1-2
G2018	H1-3
G2019	H1-4
G2020	H1-5
G2021	H1-6
G2022	H2AC8
G2023	H2AC7
G2024	H2AX
G2025	H2AZ1
G2026	H2BC5
G2027	H2BC3
G2028	H3-3A
G2029	H3-3B
G2030	H1-1
G2031	HABP2
G2032	HSD17B10
G2033	HAGH
G2034	HADHA
G2035	HADHB
G2036	HADH
G2037	HAL
G2038	HARS1
G2039	HAS1
G2040	HAS2
G2041	HAS3
G2042	HBA1
G2043	HBA2
G2044	HBM
G2045	HBB
G2046	HBD
G2047	HBE1
G2048	HBG1
G2049	HBG2
G2050	HBQ1
G2051	HBZ
G2052	HCCS
G2053	SERPIND1
G2054	HCFC1
G2055	HCK
G2056	HCLS1
G2057	HCRT
G2058	HCRTR1
G2059	HCRTR2
G2060	HTT
G2061	HDAC1
G2062	HDAC2
G2063	HDC
G2064	HDGF
G2065	HDLBP
G2066	HELLS
G2067	NCKAP1L
G2068	HEXA
G2069	HEXB
G2070	CFH
G2071	HFE
G2072	CFHR1
G2073	CFHR2
G2074	HGD
G2075	HGF
G2076	HGFAC
G2077	NRG1
G2078	HHEX
G2079	HIC1
G2080	HIF1A
G2081	HIP1
G2082	UBE2K
G2083	HINT1
G2084	HIVEP1
G2085	HIVEP2
G2086	HK1
G2087	HK2
G2088	HK3
G2089	ZBTB48
G2090	HLA-A
G2091	HLA-B
G2092	HLA-C
G2093	HLA-DMA
G2094	HLA-DMB
G2095	MNX1
G2096	HLA-DOA
G2097	HLA-DOB
G2098	HLA-DPA1
G2099	HLA-DPB1
G2100	HLA-DQA1
G2101	HLA-DQA2
G2102	HLA-DQB1
G2103	HLA-DQB2
G2104	HLA-DRA
G2105	HLA-DRB1
G2106	HLA-DRB5
G2107	HLF
G2108	HLA-E
G2109	HLA-F
G2110	HLA-G
G2111	HLA-H
G2112	HLA-L
G2113	MR1
G2114	HLCS
G2115	HLX
G2116	HMBS
G2117	HMGB1
G2118	HMGB2
G2119	HMGB3
G2120	HMGN1
G2121	HMGN2
G2122	HMGCL
G2123	HMGCR
G2124	HMGCS1
G2125	HMGCS2
G2126	HMGA1
G2127	HMMR
G2128	HMOX1
G2129	HMOX2
G2130	NR4A1
G2131	HMX1
G2132	HMX2
G2133	FOXA1
G2134	FOXA2
G2135	FOXA3
G2136	HNF4A
G2137	HNF4G
G2138	ONECUT1
G2139	HNMT
G2140	SLC29A2
G2141	HNRNPA1
G2142	HNRNPA2B1
G2143	HNRNPAB
G2144	HNRNPC
G2145	HNRNPD
G2146	HNRNPF
G2147	HNRNPH1
G2148	HNRNPH2
G2149	HNRNPH3
G2150	HNRNPK
G2151	HNRNPL
G2152	HNRNPU
G2153	TLX1
G2154	TLX2
G2155	HOXA1
G2156	HOXA2
G2157	HOXA3
G2158	HOXA4
G2159	HOXA5
G2160	HOXA6
G2161	HOXA7
G2162	HOXA9
G2163	HOXA10
G2164	HOXA11
G2165	HPCA
G2166	HOXA13
G2167	HOXB1
G2168	HOXB2
G2169	HOXB3
G2170	HOXB4
G2171	HOXB5
G2172	HOXB6
G2173	HOXB7
G2174	HOXB8
G2175	HOXB9
G2176	HOXC4
G2177	HOXC5
G2178	HOXC6
G2179	HOXC8
G2180	HOXC9
G2181	HOXC10
G2182	HOXC11
G2183	HOXC12
G2184	HOXC13
G2185	HOXD1
G2186	HOXD3
G2187	HOXD4
G2188	HOXD8
G2189	HOXD9
G2190	HOXD10
G2191	HOXD11
G2192	HOXD12
G2193	HOXD13
G2194	HP
G2195	HPCAL1
G2196	HPD
G2197	HPGD
G2198	HPN
G2199	HPR
G2200	HPRT1
G2201	HPS1
G2202	HPX
G2203	HRAS
G2204	ERAS
G2205	AGFG1
G2206	AGFG2
G2207	HRH1
G2208	HRC
G2209	HRG
G2210	HRH2
G2211	PRMT2
G2212	PRMT1
G2213	HES1
G2214	HSBP1
G2215	HSD3B1
G2216	HSD3B2
G2217	HSD11B1
G2218	HSD11B2
G2219	HSD17B1
G2220	HSD17B3
G2221	HSD17B2
G2222	HSD17B4
G2223	HSF1
G2224	HSF2
G2225	HSF4
G2226	DNAJB2
G2227	DNAJA1
G2228	HSPA1A
G2229	HSPA1B
G2230	HSPA1L
G2231	HSPA2
G2232	HSPA4
G2233	HSPA5
G2234	HSPA6
G2235	HSPA7
G2236	HSPA8
G2237	HSPA9
G2238	HSPB1
G2239	HSPB2
G2240	HSP90AA1
G2241	IGSF3
G2242	HSP90AB1
G2243	HSPD1
G2244	HSPE1
G2245	DNAJB1
G2246	DNAJC4
G2247	HSPG2
G2248	NDST1
G2249	FOXN2
G2250	HTN1
G2251	HTN3
G2252	HTR1A
G2253	HTR1B
G2254	HTR1D
G2255	HTR1E
G2256	HTR1F
G2257	HTR2A
G2258	HTR2B
G2259	HTR2C
G2260	HTR3A
G2261	HTR4
G2262	HTR5A
G2263	HTR6
G2264	HTR7
G2265	HUS1
G2266	TNC
G2267	HYAL1
G2268	IAPP
G2269	IARS1
G2270	IBSP
G2271	ICA1
G2272	ICAM1
G2273	ICAM2
G2274	ICAM3
G2275	ICAM4
G2276	IRF8
G2277	MRPL58
G2278	ID1
G2279	ID2
G2280	ID3
G2281	ID4
G2282	IDE
G2283	IDH1
G2284	IDH2
G2285	IDH3A
G2286	IDH3B
G2287	IDH3G
G2288	IDI1
G2289	IDS
G2290	IDUA
G2291	CFI
G2292	IFI16
G2293	IFI27
G2294	IFI35
G2295	SP110
G2296	IFIT2
G2297	IFIT1
G2298	IFIT3
G2299	IFNA1
G2300	IFNA2
G2301	IFNA4
G2302	IFNA5
G2303	IFNA6
G2304	IFNA7
G2305	IFNA8
G2306	IFNA10
G2307	IFNA13
G2308	IFNA14
G2309	IFNA16
G2310	IFNA17
G2311	IFNA21
G2312	IFNAR1
G2313	IFNAR2
G2314	IFNB1
G2315	IFNG
G2316	IFNGR1
G2317	IFNGR2
G2318	IFNW1
G2319	IFRD1
G2320	IGBP1
G2321	IGF1
G2322	IGF1R
G2323	IGF2
G2324	IGF2R
G2325	IGFALS
G2326	IGFBP1
G2327	IGFBP2
G2328	IGFBP3
G2329	IGFBP4
G2330	IGFBP5
G2331	IGFBP6
G2332	IGFBP7
G2333	CCN1
G2334	IGHMBP2
G2335	JCHAIN
G2336	RBPJ
G2337	IGLL1
G2338	IGSF1
G2339	IHH
G2340	IK
G2341	IKBKB
G2342	IL1A
G2343	IL1B
G2344	IL1R1
G2345	IL1RAP
G2346	IL1RN
G2347	IL2
G2348	IL2RA
G2349	IL2RB
G2350	IL2RG
G2351	IL3
G2352	IL3RA
G2353	IL4
G2354	IL4R
G2355	IL5
G2356	IL5RA
G2357	IL6
G2358	IL6R
G2359	IL6ST
G2360	IL7
G2361	IL7R
G2362	CXCL8
G2363	CXCR1
G2364	IL9
G2365	CXCR2
G2366	IL9R
G2367	IL10
G2368	IL10RA
G2369	IL10RB
G2370	IL11
G2371	IL11RA
G2372	IL12A
G2373	IL12B
G2374	IL12RB1
G2375	IL12RB2
G2376	IL13
G2377	IL13RA1
G2378	IL13RA2
G2379	IL15
G2380	IL15RA
G2381	IL16
G2382	TNFRSF9
G2383	IL17A
G2384	IL18
G2385	FOXK2
G2386	ILF2
G2387	ILF3
G2388	ILK
G2389	IMPA1
G2390	IMPA2
G2391	IMPDH1
G2392	IMPDH2
G2393	IMPG1
G2394	INCENP
G2395	IDO1
G2396	ING1
G2397	ING2
G2398	INHA
G2399	INHBA
G2400	INHBB
G2401	INHBC
G2402	CXCL10
G2403	INPP1
G2404	INS
G2405	INPP4A
G2406	INPP5A
G2407	INPP5B
G2408	INPP5D
G2409	INPPL1
G2410	INSIG1
G2411	INSL3
G2412	INSL4
G2413	INSM1
G2414	INSR
G2415	INSRR
G2416	EIF3E
G2417	PDX1
G2418	IPP
G2419	IPW
G2420	IRAK1
G2421	ITGA6
G2422	IRAK2
G2423	IREB2
G2424	IRF1
G2425	IRF2
G2426	IRF3
G2427	IRF4
G2428	IRF5
G2429	IRF6
G2430	IRF7
G2431	IRS1
G2432	ISG20
G2433	ISL1
G2434	ISLR
G2435	ITGA1
G2436	ITGA2
G2437	ITGA2B
G2438	ITGA3
G2439	ITGA4
G2440	ITGA5
G2441	ITGA7
G2442	ITGA9
G2443	ITGAD
G2444	ITGAE
G2445	ITGAL
G2446	ITGAM
G2447	ITGAV
G2448	ITGAX
G2449	ITGB1
G2450	ITGB2
G2451	ITGB3
G2452	ITGB4
G2453	EIF6
G2454	ITGB5
G2455	ITGB6
G2456	ITGB7
G2457	ITGB8
G2458	ITIH1
G2459	ITIH2
G2460	ITIH3
G2461	ITIH4
G2462	ITK
G2463	STT3A
G2464	ITPA
G2465	ITPK1
G2466	ITPKA
G2467	ITPKB
G2468	ITPR1
G2469	ITPR2
G2470	ITPR3
G2471	IVD
G2472	IVL
G2473	JAG2
G2474	JAK1
G2475	JAK2
G2476	JAK3
G2477	JARID2
G2478	JUN
G2479	JUNB
G2480	JUND
G2481	JUP
G2482	ANOS1
G2483	CD82
G2484	KARS1
G2485	KCNA1
G2486	KCNA2
G2487	KCNA3
G2488	KCNA4
G2489	KCNA5
G2490	KCNA6
G2491	KCNA10
G2492	KCNB1
G2493	KCNC1
G2494	KCNC2
G2495	KCNC3
G2496	KCNC4
G2497	KCND1
G2498	KCND2
G2499	KCND3
G2500	KCNE1
G2501	KCNF1
G2502	KCNG1
G2503	KCNH1
G2504	KCNH2
G2505	KCNJ1
G2506	KCNJ2
G2507	KCNJ3
G2508	KCNJ4
G2509	KCNJ5
G2510	KCNJ6
G2511	KCNJ8
G2512	KCNJ9
G2513	KCNJ10
G2514	KCNJ11
G2515	KCNJ12
G2516	KCNJ15
G2517	KCNJ16
G2518	KCNK1
G2519	KCNK2
G2520	KCNK3
G2521	KCNMA1
G2522	KCNMB1
G2523	KCNN1
G2524	KCNN2
G2525	KCNN3
G2526	KCNN4
G2527	KCNQ1
G2528	KCNQ2
G2529	KCNQ3
G2530	KCNS1
G2531	KCNS2
G2532	KCNS3
G2533	KDR
G2534	KEL
G2535	KHK
G2536	KIF2A
G2537	KIF3C
G2538	KIF5A
G2539	KIF5B
G2540	KIF5C
G2541	KIFC3
G2542	KIR2DL1
G2543	KIR2DL3
G2544	KIR2DL4
G2545	KIR2DS4
G2546	KIR3DL1
G2547	KIR3DL2
G2548	KISS1
G2549	KIT
G2550	KLK1
G2551	KLK2
G2552	KLKB1
G2553	KLRB1
G2554	KLRC1
G2555	KLRC2
G2556	KLRC3
G2557	KLRD1
G2558	KNG1
G2559	KLC1
G2560	KIF11
G2561	KIFC1
G2562	KIF25
G2563	KIF22
G2564	KPNA1
G2565	KPNB1
G2566	KPNA2
G2567	KPNA3
G2568	KPNA4
G2569	KPNA5
G2570	TNPO1
G2571	IPO5
G2572	KRAS
G2573	KRTAP5-9
G2574	KRT1
G2575	KRT2
G2576	KRT3
G2577	KRT4
G2578	KRT5
G2579	KRT6A
G2580	KRT6B
G2581	KRT7
G2582	KRT8
G2583	KRT9
G2584	KRT10
G2585	KRT12
G2586	KRT13
G2587	KRT14
G2588	KRT15
G2589	KRT16
G2590	KRT17
G2591	KRT18
G2592	KRT19
G2593	KRT31
G2594	KRT32
G2595	KRT33A
G2596	KRT33B
G2597	KRT34
G2598	KRT35
G2599	KRT81
G2600	KRT82
G2601	KRT83
G2602	KRT84
G2603	KRT85
G2604	KRT86
G2605	KTN1
G2606	L1CAM
G2607	LAD1
G2608	AFF3
G2609	LAG3
G2610	LAIR1
G2611	LAIR2
G2612	LALBA
G2613	LAMA2
G2614	LAMA3
G2615	LAMA4
G2616	LAMA5
G2617	LAMB1
G2618	LAMB2
G2619	LAMB3
G2620	LAMC1
G2621	LAMP1
G2622	LAMC2
G2623	LAMP2
G2624	RPSA
G2625	STMN1
G2626	LASP1
G2627	LBP
G2628	LBR
G2629	LCAT
G2630	LCK
G2631	LCN1
G2632	LCN2
G2633	LCP1
G2634	LCP2
G2635	LCT
G2636	LDHA
G2637	LDHB
G2638	LDHC
G2639	LDLR
G2640	LECT2
G2641	LEP
G2642	LEPR
G2643	LETM1
G2644	LFNG
G2645	LGALS1
G2646	LGALS2
G2647	LGALS3
G2648	LGALS3BP
G2649	LGALS4
G2650	LGALS7
G2651	LGALS8
G2652	LGALS9
G2653	LHB
G2654	LHCGR
G2655	LHX1
G2656	LIF
G2657	LIFR
G2658	LIG1
G2659	LIG3
G2660	LIG4
G2661	LIM2
G2662	ABLIM1
G2663	LIMK1
G2664	LIMK2
G2665	LIMS1
G2666	LIPA
G2667	LIPC
G2668	LIPE
G2669	FADS1
G2670	LLGL2
G2671	FADS3
G2672	LLGL1
G2673	LMAN1
G2674	LMNA
G2675	LMNB1
G2676	LMO1
G2677	LMO2
G2678	PRICKLE3
G2679	LMO7
G2680	LMX1A
G2681	LMX1B
G2682	LNPEP
G2683	VWA5A
G2684	LORICRIN
G2685	LOX
G2686	LOXL1
G2687	LOXL2
G2688	LPA
G2689	LPL
G2690	LPO
G2691	LPP
G2692	IRAG2
G2693	LRCH4
G2694	LRP1
G2695	LRP2
G2696	LRP3
G2697	LRP4
G2698	LRP6
G2699	LRP5
G2700	LRPAP1
G2701	LSAMP
G2702	LSP1
G2703	LSS
G2704	LTA4H
G2705	LTA
G2706	LTB
G2707	CYP4F3
G2708	LTBP1
G2709	LTBP2
G2710	LTBP3
G2711	LTBR
G2712	LTC4S
G2713	LTF
G2714	LTK
G2715	BCAM
G2716	LUM
G2717	LY6E
G2718	LY6H
G2719	LY9
G2720	CD180
G2721	LYL1
G2722	LYN
G2723	SH2D1A
G2724	LYZ
G2725	TACSTD2
G2726	TM4SF1
G2727	EPCAM
G2728	M6PR
G2729	CAPRIN1
G2730	NBR1
G2731	MAB21L1
G2732	MARCKS
G2733	MXD1
G2734	MAD2L1
G2735	SMAD1
G2736	SMAD2
G2737	SMAD3
G2738	SMAD4
G2739	SMAD5
G2740	SMAD6
G2741	SMAD7
G2742	SMAD9
G2743	MAF
G2744	MAFG
G2745	MAG
G2746	MAGEA1
G2747	MAGEA2
G2748	MAGEA3
G2749	MAGEA4
G2750	MAGEA6
G2751	MAGEA8
G2752	MAGEA9
G2753	MAGEA10
G2754	MAGEA11
G2755	MAGEA12
G2756	MAGEB1
G2757	MAGEB2
G2758	MAGEB3
G2759	MAGEB4
G2760	MAGOH
G2761	MAK
G2762	MAL
G2763	MAN1A1
G2764	MAN2A2
G2765	MAN2C1
G2766	MAN2A1
G2767	MAN2B1
G2768	MANBA
G2769	MAOA
G2770	MAOB
G2771	MAP1A
G2772	MAP1B
G2773	MAP2
G2774	MAP4
G2775	MAP6
G2776	MAPT
G2777	MARK1
G2778	MARK3
G2779	MARS1
G2780	MAS1
G2781	MAT1A
G2782	MAT2A
G2783	MATK
G2784	MATN1
G2785	MATN2
G2786	MATN3
G2787	MAX
G2788	MAZ
G2789	MB
G2790	MBD1
G2791	MBL2
G2792	MBNL1
G2793	MBP
G2794	MC1R
G2795	MC2R
G2796	MC3R
G2797	MC4R
G2798	MC5R
G2799	MCAM
G2800	MCC
G2801	CHST6
G2802	MCF2
G2803	MCL1
G2804	MCM2
G2805	MCM3
G2806	MCM4
G2807	MCM5
G2808	MCM6
G2809	MCM7
G2810	CD46
G2811	SMCP
G2812	ADAM11
G2813	MDFI
G2814	DNAJB9
G2815	MDH1
G2816	MDH2
G2817	MDK
G2818	MDM2
G2819	MDM4
G2820	ME1
G2821	ME2
G2822	MEA1
G2823	MECP2
G2824	MEF2A
G2825	BORCS8-MEF2B
G2826	MEF2C
G2827	MEF2D
G2828	MEFV
G2829	MEIS1
G2830	MEIS2
G2831	MAP3K1
G2832	MAP3K3
G2833	MAP3K4
G2834	MAP3K5
G2835	RAB8A
G2836	MEN1
G2837	MEOX1
G2838	MEOX2
G2839	MEP1A
G2840	MEP1B
G2841	MEST
G2842	MET
G2843	METTL1
G2844	MFAP1
G2845	MFAP2
G2846	MFAP3
G2847	MFAP4
G2848	MFGE8
G2849	MELTF
G2850	MFNG
G2851	MGAT1
G2852	SCGB2A1
G2853	MGAT2
G2854	MGAT3
G2855	MGAT5
G2856	SCGB2A2
G2857	MIA2
G2858	KITLG
G2859	MGMT
G2860	MGP
G2861	MGST1
G2862	MGST2
G2863	MGST3
G2864	CIITA
G2865	CD99
G2866	MICB
G2867	MID1
G2868	MIF
G2869	CXCL9
G2870	MIP
G2871	MIPEP
G2872	MITF
G2873	ATXN3
G2874	MKI67
G2875	MKLN1
G2876	MLF1
G2877	MLH1
G2878	MAP3K9
G2879	MAP3K10
G2880	MLN
G2881	MAP3K11
G2882	KMT2A
G2883	MLLT1
G2884	AFF1
G2885	MLLT3
G2886	AFDN
G2887	MLLT6
G2888	FOXO4
G2889	NR3C2
G2890	TRPM1
G2891	MME
G2892	MMP1
G2893	MMP2
G2894	MMP3
G2895	MMP7
G2896	MMP8
G2897	MMP9
G2898	MMP10
G2899	MMP11
G2900	MMP12
G2901	MMP13
G2902	MMP14
G2903	MMP15
G2904	MMP16
G2905	MMP17
G2906	MMP19
G2907	ALDH6A1
G2908	MN1
G2909	MNAT1
G2910	MNDA
G2911	MNT
G2912	MOBP
G2913	MOCS1
G2914	MOCS2
G2915	MOG
G2916	MOS
G2917	MOV10
G2918	CD200
G2919	MPG
G2920	MPI
G2921	MPL
G2922	MPO
G2923	MPP1
G2924	MPP2
G2925	MPP3
G2926	MPST
G2927	MPV17
G2928	MPZ
G2929	MRC1
G2930	MRE11
G2931	ABCC1
G2932	MYO1B
G2933	CITED1
G2934	MSH2
G2935	MSH3
G2936	MSH4
G2937	MSH5
G2938	MSI1
G2939	MSMB
G2940	MSN
G2941	MSR1
G2942	MSRA
G2943	MST1
G2944	MST1R
G2945	MSX1
G2946	MSX2
G2947	MT1A
G2948	MT1B
G2949	MT1E
G2950	MT1F
G2951	MT1G
G2952	MT1H
G2953	MT1M
G2954	MT1L
G2955	MT1X
G2956	MT2A
G2957	MT3
G2958	MTAP
G2959	MTCP1
G2960	MTF1
G2961	NUDT1
G2962	MTHFD1
G2963	MTHFR
G2964	MTIF2
G2965	MTM1
G2966	MYO1F
G2967	MTNR1A
G2968	MTNR1B
G2969	MTTP
G2970	MTR
G2971	MTRR
G2972	MTX1
G2973	MUC1
G2974	MUC2
G2975	MUC3A
G2976	MUC4
G2977	MUC5AC
G2978	MUC6
G2979	MUC7
G2980	TRIM37
G2981	MUSK
G2982	MMUT
G2983	MUTYH
G2984	MVD
G2985	MVK
G2986	MX1
G2987	MX2
G2988	MXI1
G2989	MYB
G2990	MYBL1
G2991	MYBPC1
G2992	MYBL2
G2993	MYBPC2
G2994	MYBPC3
G2995	MYBPH
G2996	MYC
G2997	MYCL
G2998	MYCN
G2999	MYD88
G3000	GADD45B
G3001	MYF5
G3002	MYF6
G3003	MYH1
G3004	MYH2
G3005	MYH3
G3006	MYH4
G3007	MYH6
G3008	MYH7
G3009	MYH8
G3010	MYH9
G3011	MYH10
G3012	MYH11
G3013	MYL1
G3014	MYL2
G3015	MYL3
G3016	MYL4
G3017	MYL5
G3018	MYL6
G3019	MYLK
G3020	MYO1A
G3021	MYO1C
G3022	MYO1D
G3023	MYO1E
G3024	MYO5A
G3025	MYO5B
G3026	MYO6
G3027	MYO7A
G3028	MYO7B
G3029	MYO9A
G3030	MYO9B
G3031	MYO10
G3032	MYOC
G3033	MYOD1
G3034	MYOG
